,APPLICATION NO,GENDER,UACE YEAR,CODE,DISTRICT,COURSE CODE,COURSE NAME,TOTAL WEIGHT,WEIGHT RANGE,SCHOOL,REGION
14207,23APF213465985125251,M,2022,33.0,MASAKA,SSE,BSC.(Software Engineering)(EVE),40.4,Very Good,"ST HENRY'S COLLEGE, KITOVU",Central
14208,23APF308135321114601,M,2022,16.0,KAMPALA,SSE,BSC.(Software Engineering)(EVE),40.4,Very Good,MENGO SECONDARY SCHOOL,Central
14209,23APF14378184199202,M,2022,27.0,KITGUM,SSE,BSC.(Software Engineering)(EVE),40.4,Very Good,ST MARY'S SS  KITENDE,Northern
14210,23APF866186516121755,M,2022,75.0,MITYANA,SSE,BSC.(Software Engineering)(EVE),40.3,Very Good,BUDDO SEC. SCHOOL,Central
14211,23APF1449936129121036,M,2022,42.0,MUKONO,SSE,BSC.(Software Engineering)(EVE),40.3,Very Good,KIBULI SECONDARY SCHOOL,Central
14212,23APF1011929234108984,M,2022,85.0,BUIKWE,SSE,BSC.(Software Engineering)(EVE),40.2,Very Good,VIVA COLLEGE SCHOOL,Central
14213,23APF1210603082101691,M,2022,33.0,MASAKA,SSE,BSC.(Software Engineering)(EVE),40.1,Very Good,MENGO SECONDARY SCHOOL,Central
14214,23APF1521377509110266,M,2022,46.0,NTUNGAMO,SSE,BSC.(Software Engineering)(EVE),40.1,Very Good,SEETA HIGH SCHOOL-MUKONO,Western
14215,23APF1094664593110278,M,2022,82.0,ALEBTONG,SSE,BSC.(Software Engineering)(EVE),40.0,Good,OURLADY OF AFRICA SS NAMILYANGO,Northern
14216,23APF1028189306110191,M,2022,32.0,LUWEERO,SSE,BSC.(Software Engineering)(EVE),39.9,Good,MENGO SECONDARY SCHOOL,
14217,23APF1162460955143139,M,2022,9.0,HOIMA,SSE,BSC.(Software Engineering)(EVE),39.9,Good,ST.MARY'S SS KITENDE (ANNEX),Western
14218,23APF677439307149430,M,2022,100.0,LUUKA,SSE,BSC.(Software Engineering)(EVE),39.7,Good,"KIGULU COLLEGE, IGANGA",Eastern
14219,23APF1411724638123808,M,2022,91.0,GOMBA,SSE,BSC.(Software Engineering)(EVE),39.6,Good,NSAMBYA HILLSIDE WESTERN SCHOOL,Central
14220,23APF1117355844111608,F,2022,37.0,MBARARA,SSE,BSC.(Software Engineering)(EVE),39.6,Good,KITENDE S S,Western
14221,23APF760341016127552,F,2020,55.0,WAKISO,SSE,BSC.(Software Engineering)(EVE),39.5,Good,KASAWO ISLAMIC  INSTITUTE,Central
14222,23APF151694934399868,M,2022,37.0,MBARARA,SSE,BSC.(Software Engineering)(EVE),39.3,Good,NTARE SCHOOL,Western
14223,23APF834989062137702,M,2022,26.0,KISORO,SSE,BSC.(Software Engineering)(EVE),39.3,Good,BP CYPRIAN KIHANGIRE SS LUZIRA,Western
14224,23APF969781726113061,M,2022,106.0,NGORA,SSE,BSC.(Software Engineering)(EVE),39.2,Good,ENTEBBE  SECONDARY SCHOOL,Eastern
14225,23APF8743945106542,M,2022,79.0,NAMUTUMBA,SSE,BSC.(Software Engineering)(EVE),39.2,Good,"KISIKI COLLEGE, NAMUTUMBA",Eastern
14226,23APF945930966146671,F,2022,55.0,WAKISO,SSE,BSC.(Software Engineering)(EVE),39.2,Good,MENGO SECONDARY SCHOOL,Central
14227,23APF468462504112144,M,2022,55.0,WAKISO,SSE,BSC.(Software Engineering)(EVE),39.1,Good,PRIDE COLLEGE SCHOOL MPIGI,Central
14228,23APF212692903105125,M,2011,32.0,LUWEERO,SSE,BSC.(Software Engineering)(EVE),39.1,Good,"ST JOSEPH'S SEMINARY, NYENGA",
14229,23APF746404807129894,F,2022,72.0,KIRUHURA,SSE,BSC.(Software Engineering)(EVE),38.9,Good,ST MARY'S SS  KITENDE,Western
14230,23APF1241721142147745,F,2022,42.0,MUKONO,SSE,BSC.(Software Engineering)(EVE),38.9,Good,BULOBA ROYAL COLLEGE,Central
14231,23APF772805542112919,F,2022,114.0,AGAGO,SSE,BSC.(Software Engineering)(EVE),38.8,Good,IMMACULATE HEART GIRLS SCHOOL,Northern
14232,23APF1298998068125954,F,2022,12.0,KABALE,SSE,BSC.(Software Engineering)(EVE),38.8,Good,"ST.MARY'S COLLEGE, RUSHOROZA",Western
14233,23APF1502571605120117,F,2022,17.0,KAMULI,SSE,BSC.(Software Engineering)(EVE),38.5,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Eastern
14234,23APF1375494127111978,F,2022,10.0,IGANGA,SSE,BSC.(Software Engineering)(EVE),38.2,Good,,Eastern
14235,23APF278097324102128,F,2022,10.0,IGANGA,SSE,BSC.(Software Engineering)(EVE),37.7,Good,,Eastern
14236,23APF485098822106933,F,2022,16.0,KAMPALA,SSE,BSC.(Software Engineering)(EVE),37.6,Good,SEETA HIGH SCHOOL,Central
14237,23APF1246471914105358,F,2022,88.0,BUTAMBALA,SSE,BSC.(Software Engineering)(EVE),37.1,Good,ST. JULIAN HIGH SCHOOL,Central
14238,23APF1001739448112478,F,2022,55.0,WAKISO,SSE,BSC.(Software Engineering)(EVE),37.1,Good,BULOBA ROYAL COLLEGE,Central
14239,23APF966674002115692,F,2022,63.0,BUTALEJA,SSE,BSC.(Software Engineering)(EVE),37.0,Good,"SEAT OF WISDOM SS, KASAWO",
14240,23APF147440945599504,F,2022,55.0,WAKISO,SSE,BSC.(Software Engineering)(EVE),36.9,Good,SEETA HIGH SCHOOL,Central
14241,23APF84165273129958,F,2022,16.0,KAMPALA,SSE,BSC.(Software Engineering)(EVE),36.5,Good,MAKERERE COLLEGE SCHOOL,Central
14242,23APF1562352528149719,F,2022,100.0,LUUKA,SSE,BSC.(Software Engineering)(EVE),36.5,Good,KISOZI HIGH SCHOOL,Eastern
14243,23APF41051950100757,F,2022,7.0,BUSIA,SSE,BSC.(Software Engineering)(EVE),35.8,Good,SEROMA CHRISTIAN HIGH SCHOOL,Eastern
14244,23APF1223608343120188,F,2015,16.0,KAMPALA,SSE,BSC.(Software Engineering)(EVE),35.7,Good,"TRINITY COLLEGE, NABBINGO",Central
14245,23APF1275740553139735,F,2022,6.0,BUSHENYI,SSE,BSC.(Software Engineering)(EVE),35.0,Good,LUZIRA LAKESIDE COLLEGE,Western
14246,23APF761247896141336,F,2022,37.0,MBARARA,SSE,BSC.(Software Engineering)(EVE),34.9,Good,IMMACULATE HEART GIRLS SCHOOL,Western
14247,23APF85939110109629,F,2022,16.0,KAMPALA,SSE,BSC.(Software Engineering)(EVE),34.9,Good,,Central
14248,23APF1633880263146970,F,2022,18.0,KAMWENGE,SSE,BSC.(Software Engineering)(EVE),34.8,Good,MANDELA SS  HOIMA,Western
14249,23APF999364245103359,F,2022,2.0,APAC,SSE,BSC.(Software Engineering)(EVE),34.8,Good,ST.MARY'S SS KITENDE (ANNEX),Northern
14250,23APF27098422106819,F,2022,81.0,NAKASEKE,STA,Bachelor of Statistics,39.9,Good,SEETA HIGH SCHOOL,Central
14251,23APF968857093129320,M,2022,85.0,BUIKWE,STA,Bachelor of Statistics,39.3,Good,"ST.MARY'S COLLEGE, LUGAZI",Central
14252,23APF361187637148452,F,2022,59.0,AMOLATAR,STA,Bachelor of Statistics,39.1,Good,OUR LADY OF AFRICA SECONDARY SCHOOL,
14253,23APF1399494015113110,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,38.9,Good,MENGO SECONDARY SCHOOL,Central
14254,23APF1443999525129406,F,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,38.6,Good,BWERANYANGI GIRLS' SCHOOL,Western
14255,23APF848236854131502,F,2022,37.0,MBARARA,STA,Bachelor of Statistics,38.5,Good,MAKINDYE SECONDARY SCHOOL,Western
14256,23APF48379476599526,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,37.7,Good,SEETA HIGH SCHOOL,Central
14257,23APF389224005123062,F,2022,9.0,HOIMA,STA,Bachelor of Statistics,37.6,Good,"ST.ANDREA KAHWA'S COL., HOIMA",Western
14258,23APF985939851111045,F,2022,75.0,MITYANA,STA,Bachelor of Statistics,37.5,Good,MENGO SECONDARY SCHOOL ANNEX,Central
14259,23APF1339109183125666,F,2022,93.0,KIBUKU,STA,Bachelor of Statistics,37.0,Good,IGANGA SECONDARY SCHOOL,Eastern
14260,23APF1015746251138178,M,2022,33.0,MASAKA,STA,Bachelor of Statistics,37.0,Good,SEROMA CHRISTIAN HIGH SCHOOL,Central
14261,23APF1248091599115726,M,2022,2.0,APAC,STA,Bachelor of Statistics,36.9,Good,OUR LADY OF AFRICA SECONDARY SCHOOL,Northern
14262,23APF1436673137132497,F,2022,112.0,SHEEMA,STA,Bachelor of Statistics,36.8,Good,BWERANYANGI GIRLS' SCHOOL,Western
14263,23APF450134567117826,F,2022,65.0,IBANDA,STA,Bachelor of Statistics,36.5,Good,SEETA HIGH SCHOOL-MUKONO,Western
14264,23APF1593051358134204,M,2022,43.0,NEBBI,STA,Bachelor of Statistics,36.2,Good,CORNERSTONE LEADERSHIP ACADEMY,Northern
14265,23APF891332524131015,F,2022,26.0,KISORO,STA,Bachelor of Statistics,36.0,Good,MENGO SECONDARY SCHOOL ANNEX,Western
14266,23APF1580904388113637,F,2022,86.0,BUKOMANSIMBI,STA,Bachelor of Statistics,35.9,Good,KIBULI SECONDARY SCHOOL,Central
14267,23APF1433722426121956,F,2022,20.0,KAPCHORWA,STA,Bachelor of Statistics,35.8,Good,ST MARY'S SS  KITENDE,Eastern
14268,23APF1058713781148696,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,35.8,Good,GAYAZA HIGH SCHOOL,Central
14269,23APF308855577138732,F,2022,18.0,KAMWENGE,STA,Bachelor of Statistics,35.7,Good,"SEETA H/S GREEN CAMPUS, MUKONO",Western
14270,23APF1256285866127712,F,2022,86.0,BUKOMANSIMBI,STA,Bachelor of Statistics,35.7,Good,ST.NOA'S GIRLS SEC.SCH.,Central
14271,23APF111367440122442,F,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,35.7,Good,KABALE TRINITY COLLEGE,Western
14272,23APF815117598143539,M,2022,49.0,RAKAI,STA,Bachelor of Statistics,35.6,Good,MENGO SECONDARY SCHOOL,Central
14273,23APF122381035142938,F,2022,92.0,KALUNGU,STA,Bachelor of Statistics,35.5,Good,ST. MARK'S SS NAMAGOMA,Central
14274,23APF991125768112325,F,2022,37.0,MBARARA,STA,Bachelor of Statistics,35.5,Good,MENGO SECONDARY SCHOOL ANNEX,Western
14275,23APF440958184144762,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,35.5,Good,"ST. JUDE'S SECONDARY SCHOOL, KATENDE",Central
14276,23APF1427474295134207,F,2022,6.0,BUSHENYI,STA,Bachelor of Statistics,35.4,Good,,Western
14277,23APF127007406102486,F,2022,121.0,NAMISINDWA,STA,Bachelor of Statistics,35.4,Good,"UGANDA MARTYRS S.S., NAMUGONGO",
14278,23APF479373356119096,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,35.4,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
14279,23APF121697779150390,M,2022,1.0,ADJUMANI,STA,Bachelor of Statistics,35.3,Good,"ST.PETER'S SS, NAALYA",Northern
14280,23APF699227733146308,M,2022,75.0,MITYANA,STA,Bachelor of Statistics,35.2,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Central
14281,23APF876350383104559,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,35.1,Good,"KING'S COLLEGE, BUDO",Central
14282,23APF406623782109746,M,2022,4.0,BUGIRI,STA,Bachelor of Statistics,35.1,Good,"ST.MARY'S COLLEGE, LUGAZI",Eastern
14283,23APF1528341967128327,F,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,35.0,Good,STANDARD COLLEGE NTUNGAMO,Western
14284,23APF791439930104715,F,2022,50.0,RUKUNGIRI,STA,Bachelor of Statistics,34.9,Good,ST MARY'S SS  KITENDE,Western
14285,23APF1559558164143112,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,34.9,Good,ST MARY'S SS  KITENDE,Central
14286,23APF274381718125441,F,2022,60.0,AMURIA,STA,Bachelor of Statistics,34.8,Good,"ST.PETER'S S S, NSAMBYA",Eastern
14287,23APF67402932102481,F,2022,42.0,MUKONO,STA,Bachelor of Statistics,34.8,Good,ST MARY'S SS  KITENDE,Central
14288,23APF782242852112352,F,2022,106.0,NGORA,STA,Bachelor of Statistics,34.7,Good,IGANGA SECONDARY SCHOOL,Eastern
14289,23APF68211804140471,F,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,34.7,Good,IMMACULATE HEART GIRLS SCHOOL,Western
14290,23APF557549670140984,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,34.6,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
14291,23APF1558659694135919,M,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,34.4,Good,GLOBAL  .H. S,Western
14292,23APF1193033775135623,M,2022,71.0,KALIRO,STA,Bachelor of Statistics,34.4,Good,JINJA PROGRESSIVE ANNEX,Eastern
14293,23APF1412229597125809,M,2022,93.0,KIBUKU,STA,Bachelor of Statistics,34.4,Good,BUDINI SECONDARY SCHOOL,Eastern
14294,23APF845287312104191,M,2022,23.0,KAYUNGA,STA,Bachelor of Statistics,34.3,Good,BRILLIANT HIGH SCH. KAWEMPE,Central
14295,23APF1043732760119309,M,2022,32.0,LUWEERO,STA,Bachelor of Statistics,34.2,Good,SEETA HIGH SCHOOL-MUKONO,
14296,23APF478299061113039,M,2022,12.0,KABALE,STA,Bachelor of Statistics,34.2,Good,NAMILYANGO COLLEGE,Western
14297,23APF130526316521716,M,2020,75.0,MITYANA,STA,Bachelor of Statistics,34.2,Good,SEETA HIGH SCHOOL-MUKONO,Central
14298,23APF978840983148375,M,2022,117.0,RUBANDA,STA,Bachelor of Statistics,34.2,Good,NTUNGAMO HIGH SCHOOL,
14299,23APF1377911574120401,M,2022,37.0,MBARARA,STA,Bachelor of Statistics,34.2,Good,"KING'S COLLEGE, BUDO",Western
14300,23APF504139385104466,M,2022,55.0,WAKISO,STA,Bachelor of Statistics,34.1,Good,KIBULI SECONDARY SCHOOL,Central
14301,23APF881350381145045,M,2022,42.0,MUKONO,STA,Bachelor of Statistics,34.1,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Central
14302,23APF725935517110564,M,2022,72.0,KIRUHURA,STA,Bachelor of Statistics,34.1,Good,BUDDO SEC. SCHOOL,Western
14303,23APF1657406193104587,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,34.0,Good,ST MARY'S SS  KITENDE,Central
14304,23APF1546146693131820,M,2022,32.0,LUWEERO,STA,Bachelor of Statistics,34.0,Good,"MACKAY MEMORIAL SCHOOL, NATETE",
14305,23APF493113606102663,M,2022,67.0,BUKEDEA,STA,Bachelor of Statistics,34.0,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Eastern
14306,23APF399778491123194,F,2022,4.0,BUGIRI,STA,Bachelor of Statistics,33.8,Good,IGANGA SECONDARY SCHOOL,Eastern
14307,23APF1197390475139762,F,2022,50.0,RUKUNGIRI,STA,Bachelor of Statistics,33.8,Good,,Western
14308,23APF580698688118086,F,2022,120.0,KYOTERA,STA,Bachelor of Statistics,33.7,Good,CHRIST THE KING SEC. SCHOOL,
14309,23APF1406437054124512,F,2022,33.0,MASAKA,STA,Bachelor of Statistics,33.6,Good,KIBULI SECONDARY SCHOOL,Central
14310,23APF930462368124967,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,33.6,Good,SEROMA CHRISTIAN HIGH SCHOOL,Central
14311,23APF393497386131036,F,2022,9.0,HOIMA,STA,Bachelor of Statistics,33.6,Good,"ST.MARIA GORETTI S.S, KATENDE",Western
14312,23APF250617861115693,F,2022,16.0,KAMPALA,STA,Bachelor of Statistics,33.5,Good,,Central
14313,23APF255051300143004,F,2022,77.0,BUDAKA,STA,Bachelor of Statistics,33.5,Good,KIREKA HIGH SCHOOL,Eastern
14314,23APF823169049135446,M,2022,75.0,MITYANA,STA,Bachelor of Statistics,33.5,Good,NAMILYANGO COLLEGE,Central
14315,23APF270628789134849,F,2022,2.0,APAC,STA,Bachelor of Statistics,33.5,Good,OUR LADY OF AFRICA SECONDARY SCHOOL,Northern
14316,23APF792558523125806,M,2022,50.0,RUKUNGIRI,STA,Bachelor of Statistics,33.4,Good,KABALE BRAINSTORM HIGH SCHOOL,Western
14317,23APF1007288660102559,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,33.4,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
14318,23APF402846816109599,M,2022,29.0,KUMI,STA,Bachelor of Statistics,33.4,Good,BP CYPRIAN KIHANGIRE SS LUZIRA,Eastern
14319,23APF417943833109871,F,2019,86.0,BUKOMANSIMBI,STA,Bachelor of Statistics,33.4,Good,SEROMA CHRISTIAN HIGH SCHOOL,Central
14320,23APF1486012466123084,F,2022,30.0,KYENJOJO,STA,Bachelor of Statistics,33.3,Good,,
14321,23APF1124128554125371,M,2022,11.0,JINJA,STA,Bachelor of Statistics,33.3,Good,"KIIRA COLLEGE, BUTIKI",Eastern
14322,23APF841396038120180,F,2022,36.0,MBALE,STA,Bachelor of Statistics,33.3,Good,NAMUNGOONA HIGH SCHOOL,Eastern
14323,23APF987262536102007,M,2022,37.0,MBARARA,STA,Bachelor of Statistics,33.2,Good,SEETA HIGH SCHOOL,Western
14324,23APF1241690591107668,M,2022,32.0,LUWEERO,STA,Bachelor of Statistics,33.2,Good,SEETA HIGH SCHOOL-MUKONO,
14325,23APF1346508501110452,M,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,33.2,Good,"ST MARY'S COLLEGE, KISUBI",Western
14326,23APF114335519999187,M,2022,72.0,KIRUHURA,STA,Bachelor of Statistics,33.1,Good,"SEETA H/S GREEN CAMPUS, MUKONO",Western
14327,23APF11606090499264,M,2020,101.0,LWENGO,STA,Bachelor of Statistics,33.0,Good,ST. BENARD'S SECONDARY SCHOOL  KISWERA,Central
14328,23APF46784050120159,F,2022,69.0,ISINGIRO,STA,Bachelor of Statistics,32.9,Good,NABISUNSA GIRLS' SCHOOL,Western
14329,23APF1433034938127583,F,2022,26.0,KISORO,STA,Bachelor of Statistics,32.9,Good,KABALE BRAINSTORM HIGH SCHOOL,Western
14330,23APF1159180293100214,M,2022,8.0,GULU,STA,Bachelor of Statistics,32.8,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Northern
14331,23APF1518529281115991,F,2022,102.0,KAGADI,STA,Bachelor of Statistics,32.7,Good,KAGADI SS,
14332,23APF1555796416124272,F,2022,37.0,MBARARA,STA,Bachelor of Statistics,32.7,Good,NABISUNSA GIRLS' SCHOOL,Western
14333,23APF78421182699424,F,2022,10.0,IGANGA,STA,Bachelor of Statistics,32.7,Good,"ST.JOSEPH'S GIRLS, NSAMBYA",Eastern
14334,23APF1663602400100655,F,2022,20.0,KAPCHORWA,STA,Bachelor of Statistics,32.7,Good,NABISUNSA GIRLS' SCHOOL,Eastern
14335,23APF445952587141251,F,2022,10.0,IGANGA,STA,Bachelor of Statistics,32.7,Good,"SEETA H/S GREEN CAMPUS, MUKONO",Eastern
14336,23APF1490968639102068,F,2022,42.0,MUKONO,STA,Bachelor of Statistics,32.6,Good,ST MARY'S SS  KITENDE,Central
14337,23APF223825075149220,M,2022,30.0,KYENJOJO,STA,Bachelor of Statistics,32.6,Good,BULOBA ROYAL COLLEGE,
14338,23APF422720300112590,F,2022,42.0,MUKONO,STA,Bachelor of Statistics,32.5,Good,ST.NOA'S GIRLS SEC.SCH.,Central
14339,23APF1641818955110782,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,32.5,Good,MENGO SECONDARY SCHOOL ANNEX,Central
14340,23APF867081545110077,M,2022,55.0,WAKISO,STA,Bachelor of Statistics,32.5,Good,,Central
14341,23APF1544320706100346,F,2022,33.0,MASAKA,STA,Bachelor of Statistics,32.5,Good,NABISUNSA GIRLS' SCHOOL,Central
14342,23APF683340650114255,M,2022,101.0,LWENGO,STA,Bachelor of Statistics,32.5,Good,KINAAWA HIGH SCHOOL,Central
14343,23APF1475639688102470,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,32.4,Good,KAWEMPE MUSLIM SS,Central
14344,23APF539722734101052,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,32.4,Good,SEETA HIGH SCHOOL,Central
14345,23APF132822494107909,M,2022,29.0,KUMI,STA,Bachelor of Statistics,32.4,Good,OUR LADY OF AFRICA SECONDARY SCHOOL,Eastern
14346,23APF1483061309147219,M,2022,81.0,NAKASEKE,STA,Bachelor of Statistics,32.3,Good,PRIDE COLLEGE SCHOOL MPIGI,Central
14347,23APF676008106122471,M,2022,110.0,RUBIRIZI,STA,Bachelor of Statistics,32.3,Good,BASAJJABALABA  SEC. SCH.,
14348,23APF831786434142991,M,2022,68.0,LYANTONDE,STA,Bachelor of Statistics,32.2,Good,"MASAKA SECONDARY SCHOOL, ANNEX",Central
14349,23APF1420398945139128,M,2022,21.0,KASESE,STA,Bachelor of Statistics,32.2,Good,ROYAL COLLEGE - NAMUGONGO,Western
14350,23APF723294986123887,F,2022,69.0,ISINGIRO,STA,Bachelor of Statistics,32.2,Good,CLEVERLAND HIGH SCHOOL,Western
14351,23APF918598499142461,M,2022,13.0,KABAROLE,STA,Bachelor of Statistics,32.2,Good,MPANGA SECONDARY SCHOOL,Western
14352,23APF1467849869148185,M,2022,50.0,RUKUNGIRI,STA,Bachelor of Statistics,32.2,Good,"STANDARD HIGH SCHOOL, KAMPALA",Western
14353,23APF603174930148467,M,2022,33.0,MASAKA,STA,Bachelor of Statistics,32.2,Good,MENGO SECONDARY SCHOOL,Central
14354,23APF1530003857124692,F,2022,67.0,BUKEDEA,STA,Bachelor of Statistics,32.2,Good,IGANGA HIGH SCHOOL,Eastern
14355,23APF1469058707120101,M,2022,106.0,NGORA,STA,Bachelor of Statistics,32.1,Good,"ST.MARY'S COLLEGE, LUGAZI",Eastern
14356,23APF1063552170116485,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,32.1,Good,GOMBE SECONDARY SCHOOL,Central
14357,23APF1594753228108311,M,2022,12.0,KABALE,STA,Bachelor of Statistics,32.1,Good,KITANTE HILL SCHOOL,Western
14358,23APF652272427117611,F,2022,9.0,HOIMA,STA,Bachelor of Statistics,32.1,Good,GAYAZA HIGH SCHOOL,Western
14359,23APF18243033498483,M,2022,10.0,IGANGA,STA,Bachelor of Statistics,32.0,Good,,Eastern
14360,23APF1304788659120940,M,2022,12.0,KABALE,STA,Bachelor of Statistics,32.0,Good,KIGEZI HIGH SCHOOL,Western
14361,23APF339172913112061,M,2022,16.0,KAMPALA,STA,Bachelor of Statistics,31.9,Good,,Central
14362,23APF1053696310138111,M,2022,12.0,KABALE,STA,Bachelor of Statistics,31.9,Good,"STANDARD HIGH SCHOOL, KAMPALA",Western
14363,23APF391375800129659,F,2022,12.0,KABALE,STA,Bachelor of Statistics,31.9,Good,KABALE BRAINSTORM HIGH SCHOOL,Western
14364,23APF62072689599586,M,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,31.9,Good,STANDARD COLLEGE NTUNGAMO,Western
14365,23APF1334711528107242,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,31.8,Good,GAYAZA HIGH SCHOOL,Central
14366,23APF860621496106155,M,2022,34.0,MASINDI,STA,Bachelor of Statistics,31.8,Good,MAKERERE COLLEGE SCHOOL,Western
14367,23APF1247267759122899,F,2022,21.0,KASESE,STA,Bachelor of Statistics,31.8,Good,NABISUNSA GIRLS' SCHOOL,Western
14368,23APF430385132146027,F,2022,33.0,MASAKA,STA,Bachelor of Statistics,31.8,Good,"ST. BERNARD'S SS, MANNYA",Central
14369,23APF128614340130989,F,2022,46.0,NTUNGAMO,STA,Bachelor of Statistics,31.8,Good,IMMACULATE HEART GIRLS SCHOOL,Western
14370,23APF1340413576132209,F,2022,6.0,BUSHENYI,STA,Bachelor of Statistics,31.8,Good,MARYHILL HIGH SCHOOL,Western
14371,23APF230209867100519,M,2022,55.0,WAKISO,STA,Bachelor of Statistics,31.7,Good,NDEJJE SECONDARY SCHOOL,Central
14372,23APF1125276899148398,F,2022,41.0,MUBENDE,STA,Bachelor of Statistics,31.7,Good,MENGO SECONDARY SCHOOL,Central
14373,23APF488917648124368,F,2022,6.0,BUSHENYI,STA,Bachelor of Statistics,31.6,Good,BWERANYANGI GIRLS' SCHOOL,Western
14374,23APF1481852200108911,F,2022,55.0,WAKISO,STA,Bachelor of Statistics,31.6,Good,ST MARY'S SS  KITENDE,Central
14375,23APF1156600872120775,F,2022,110.0,RUBIRIZI,STA,Bachelor of Statistics,31.5,Good,ST. AGNES GIRLS SECONDARY SCHOOL,
14376,23APF659473491118106,M,2022,55.0,WAKISO,STA,Bachelor of Statistics,31.5,Good,MENGO SECONDARY SCHOOL,Central
14377,23APF276930347150732,M,2022,45.0,NAKASONGOLA,STA,Bachelor of Statistics,31.4,Good,"MULUSA ACADEMY, LUWERO",Central
14378,23APF1054257648142449,M,2022,36.0,MBALE,STA,Bachelor of Statistics,31.4,Good,,Eastern
14379,23APF1269271691123019,M,2022,39.0,MOYO,TLM,B.Transport and Logistics Management (EVE),45.2,Very Good,"ST HENRY'S COLLEGE, KITOVU",Northern
14380,23APF26453563102281,F,2022,32.0,LUWEERO,TLM,B.Transport and Logistics Management (EVE),44.2,Very Good,OUR LADY OF GOOD COUNSEL,
14381,23APF462737000132981,F,2022,42.0,MUKONO,TLM,B.Transport and Logistics Management (EVE),42.7,Very Good,"ST.AUGUSTINE COL., WAKISO",Central
14382,23APF833258224123512,F,2022,42.0,MUKONO,TLM,B.Transport and Logistics Management (EVE),42.3,Very Good,"ST.JOHN'S SS, MUKONO",Central
14383,23APF1422682571129503,M,2022,55.0,WAKISO,TLM,B.Transport and Logistics Management (EVE),41.7,Very Good,NAMIREMBE HILLSIDE S.S.,Central
14384,23APF171190194149398,F,2022,16.0,KAMPALA,TLM,B.Transport and Logistics Management (EVE),40.7,Very Good,ST. MARK'S SS NAMAGOMA,Central
14385,23APF1197617121105704,F,2022,42.0,MUKONO,TLM,B.Transport and Logistics Management (EVE),40.6,Very Good,NABISUNSA GIRLS' SCHOOL,Central
14386,23APF1581841541121931,F,2022,18.0,KAMWENGE,TLM,B.Transport and Logistics Management (EVE),40.0,Good,TAIBAH INTERNATIONAL SCHOOL,Western
14387,23APF1269627277102074,F,2022,21.0,KASESE,TLM,B.Transport and Logistics Management (EVE),40.0,Good,"ST.JOHN'S S.S, NYABWINA",Western
14388,23APF662210631123834,M,2022,6.0,BUSHENYI,TLM,B.Transport and Logistics Management (EVE),39.5,Good,,Western
14389,23APF1419599903111438,F,2022,32.0,LUWEERO,TLM,B.Transport and Logistics Management (EVE),39.3,Good,KINAAWA HIGH SCHOOL,
14390,23APF383294135133661,M,2022,11.0,JINJA,TLM,B.Transport and Logistics Management (EVE),39.0,Good,OURLADY OF AFRICA SS NAMILYANGO,Eastern
14391,23APF801556722114363,F,2022,17.0,KAMULI,TLM,B.Transport and Logistics Management (EVE),38.8,Good,,Eastern
14392,23APF655491720121387,F,2022,62.0,BULIISA,TLM,B.Transport and Logistics Management (EVE),38.6,Good,GOMBE SECONDARY SCHOOL,
14393,23APF585889812127692,M,2022,72.0,KIRUHURA,TLM,B.Transport and Logistics Management (EVE),38.4,Good,CITIZEN'S SECONDARY SCHOOL,Western
14394,23APF1294281752128731,F,2022,3.0,ARUA,TLM,B.Transport and Logistics Management (EVE),38.4,Good,"ST.PETER'S SS, NAALYA",Northern
14395,23APF1147506127133200,M,2022,55.0,WAKISO,TLM,B.Transport and Logistics Management (EVE),37.5,Good,KYADONDO SS,Central
